Departmant,Item,Tdate,TypeID,Qty,Cost,Rate,DeptID,ItemID
HAIL,Amaryl,20/01/2020,1,5,2.007,2.169,3,17
HAIL,Zovirax,14/02/2020,1,4,1.774,1.897,3,15
HAIL,AL CREAM 15GM,02/02/2020,1,25,0.913,1.026,3,3
HAIL,AL CREAM 15GM,17/02/2020,1,25,0.913,1.026,3,3
HAIL,Zoloft,01/02/2020,1,18,1.749,1.893,3,12
HAIL,Visine,17/02/2020,1,4,0.663,0.756,3,5
HAIL,Emend,30/01/2020,1,11,0.342,0.42,3,9
HAIL,AL CREAM 15GM,13/02/2020,1,16,0.913,1.026,3,3
HAIL,Zovirax,26/01/2020,1,9,1.774,1.897,3,15
HAIL,Panadol,05/01/2020,1,19,0.21,0.29,3,13
HAIL,AM 10 MG TAB,21/01/2020,1,17,1.141,1.267,3,2
HAIL,Emend,02/02/2020,1,27,0.342,0.42,3,9
HAIL,NyQuill,09/02/2020,1,26,1.551,1.688,3,10
HAIL,Sebastian 20GM CREAM,27/01/2020,1,17,1.534,1.638,3,7
HAIL,Emend,24/01/2020,1,29,0.342,0.42,3,9
HAIL,Zovirax,25/01/2020,1,19,1.774,1.897,3,15
HAIL,AL CREAM 15GM,22/01/2020,1,15,0.913,1.026,3,3
HAIL,A D  25GM. CREAM,14/02/2020,1,20,1.669,1.808,3,8
HAIL,AM 10 MG TAB,13/01/2020,1,23,1.141,1.267,3,2
HAIL,NyQuill,18/01/2020,2,1,1.551,1.688,3,10
HAIL,Visine,30/01/2020,2,10,0.663,0.756,3,5
HAIL,Sebastian 20GM CREAM,13/01/2020,2,2,1.534,1.638,3,7
HAIL,BON CREAM 15G,11/01/2020,2,7,0.793,0.887,3,19
HAIL,Zoloft,18/01/2020,2,4,1.749,1.893,3,12
HAIL,Sebastian 20GM CREAM,14/02/2020,2,19,1.534,1.638,3,7
HAIL,BON CREAM 15G,07/01/2020,2,27,0.793,0.887,3,19
HAIL,Panadol,26/01/2020,2,23,0.21,0.29,3,13
HAIL,Zovirax,30/01/2020,2,8,1.774,1.897,3,15
HAIL,Advil,01/01/2020,2,23,0.497,0.582,3,6
HAIL,BE PLUS 30G,02/02/2020,2,29,1.802,1.934,3,14
HAIL,Advil,03/01/2020,2,1,0.497,0.582,3,6
HAIL,Advil,14/01/2020,2,28,0.497,0.582,3,6
HAIL,Amaryl,29/01/2020,1,26,2.007,2.169,3,17
HAIL,Visine,05/01/2020,1,6,0.663,0.756,3,5
HAIL,Miralax,07/02/2020,1,25,1.921,2.087,3,4
HAIL,Amaryl,16/02/2020,1,11,2.007,2.169,3,17
HAIL,Visine,29/01/2020,1,28,0.663,0.756,3,5
HAIL,Advil,04/01/2020,1,14,0.497,0.582,3,6
HAIL,AL CREAM 15GM,03/02/2020,1,6,0.913,1.026,3,3
HAIL,Magne B6,06/01/2020,1,22,1.835,1.98,3,16
HAIL,Zovirax,30/01/2020,1,18,1.774,1.897,3,15
HAIL,Zovirax,24/01/2020,1,18,1.774,1.897,3,15
HAIL,Risperdal,07/01/2020,1,20,0.975,1.07,3,18
HAIL,Emend,27/01/2020,1,2,0.342,0.42,3,9
HAIL,BE PLUS 30G,26/01/2020,1,20,1.802,1.934,3,14
HAIL,A 5 MG TAB,05/01/2020,1,19,1.128,1.218,3,1
HAIL,Advil,19/01/2020,1,9,0.497,0.582,3,6
HAIL,Emend,14/01/2020,1,3,0.342,0.42,3,9
HAIL,AL CREAM 15GM,07/01/2020,1,15,0.913,1.026,3,3
HAIL,Miralax,07/02/2020,1,24,1.921,2.087,3,4
HAIL,A D  25GM. CREAM,17/02/2020,1,24,1.669,1.808,3,8
MARS,Amaryl,10/01/2020,1,7,2.007,2.169,8,17
MARS,Advil,15/01/2020,1,1,0.497,0.582,8,6
MARS,BON CREAM 15G,13/01/2020,1,19,0.793,0.887,8,19
MARS,BON CREAM 15G,09/02/2020,1,12,0.793,0.887,8,19
MARS,A 5 MG TAB,02/01/2020,1,29,1.128,1.218,8,1
MARS,BON CREAM 15G,16/01/2020,1,19,0.793,0.887,8,19
MARS,Zoloft,12/01/2020,1,2,1.749,1.893,8,12
MARS,Amaryl,28/01/2020,2,11,2.007,2.169,8,17
MARS,Zoloft,06/02/2020,2,4,1.749,1.893,8,12
MARS,Panadol,15/01/2020,2,7,0.21,0.29,8,13
MARS,Advil,16/02/2020,2,10,0.497,0.582,8,6
MARS,Magne B6,31/01/2020,2,16,1.835,1.98,8,16
MARS,Miralax,01/02/2020,2,5,1.921,2.087,8,4
MARS,Zovirax,16/02/2020,2,19,1.774,1.897,8,15
MARS,AM 10 MG TAB,30/01/2020,2,10,1.141,1.267,8,2
MARS,AL CREAM 15GM,31/01/2020,2,3,0.913,1.026,8,3
MARS,Panadol,02/02/2020,2,9,0.21,0.29,8,13
MARS,Zoloft,24/01/2020,2,8,1.749,1.893,8,12
MARS,AL CREAM 15GM,03/01/2020,1,14,0.913,1.026,8,3
MARS,Miralax,22/01/2020,1,8,1.921,2.087,8,4
MARS,Miralax,10/01/2020,1,21,1.921,2.087,8,4
MARS,A 5 MG TAB,27/01/2020,1,16,1.128,1.218,8,1
MARS,AM 10 MG TAB,09/02/2020,1,20,1.141,1.267,8,2
MARS,A D  25GM. CREAM,09/02/2020,1,19,1.669,1.808,8,8
MARS,Advil,14/01/2020,1,24,0.497,0.582,8,6
MARS,Zovirax,17/02/2020,2,15,1.774,1.897,8,15
MARS,Amaryl,05/02/2020,2,9,2.007,2.169,8,17
MARS,Emend,25/01/2020,2,21,0.342,0.42,8,9
MARS,Lisinopril,07/02/2020,2,20,1.107,1.206,8,11
MARS,A D  25GM. CREAM,24/01/2020,2,8,1.669,1.808,8,8
MARS,AL CREAM 15GM,04/01/2020,2,16,0.913,1.026,8,3
MARS,Miralax,02/01/2020,2,19,1.921,2.087,8,4
MARS,Sebastian 20GM CREAM,04/02/2020,2,11,1.534,1.638,8,7
MARS,Panadol,31/01/2020,2,17,0.21,0.29,8,13
MARS,Advil,16/02/2020,2,9,0.497,0.582,8,6
MARS,Emend,21/01/2020,1,20,0.342,0.42,8,9
MARS,A D  25GM. CREAM,29/01/2020,1,1,1.669,1.808,8,8
MARS,Amaryl,29/01/2020,1,10,2.007,2.169,8,17
MARS,Risperdal,22/01/2020,1,23,0.975,1.07,8,18
MARS,Miralax,14/01/2020,1,29,1.921,2.087,8,4
MARS,Visine,15/01/2020,1,11,0.663,0.756,8,5
MARS,Amaryl,12/02/2020,1,4,2.007,2.169,8,17
MARS,Amaryl,12/01/2020,1,23,2.007,2.169,8,17
MARS,Amaryl,16/02/2020,1,29,2.007,2.169,8,17
MARS,Advil,05/02/2020,1,28,0.497,0.582,8,6
MARS,Visine,25/01/2020,1,26,0.663,0.756,8,5
MARS,Panadol,25/01/2020,1,7,0.21,0.29,8,13
MARS,Amaryl,25/01/2020,1,12,2.007,2.169,8,17
MARS,AM 10 MG TAB,07/01/2020,1,23,1.141,1.267,8,2
MARS,BE PLUS 30G,17/02/2020,1,14,1.802,1.934,8,14
MARS,Lisinopril,03/02/2020,1,19,1.107,1.206,8,11
MARS,Zovirax,05/01/2020,1,5,1.774,1.897,8,15
MARS,Visine,14/02/2020,1,18,0.663,0.756,8,5
MARS,Emend,07/01/2020,1,28,0.342,0.42,8,9
MARS,BON CREAM 15G,02/02/2020,2,6,0.793,0.887,8,19
MARS,AM 10 MG TAB,09/01/2020,2,22,1.141,1.267,8,2
MARS,Risperdal,15/02/2020,2,29,0.975,1.07,8,18
MARS,BE PLUS 30G,05/01/2020,2,15,1.802,1.934,8,14
MARS,A D  25GM. CREAM,03/02/2020,2,28,1.669,1.808,8,8
MARS,AL CREAM 15GM,18/01/2020,2,17,0.913,1.026,8,3
MARS,Miralax,16/02/2020,2,1,1.921,2.087,8,4
MARS,Visine,09/02/2020,2,11,0.663,0.756,8,5
MARS,A 5 MG TAB,29/01/2020,2,10,1.128,1.218,8,1
MARS,BE PLUS 30G,01/02/2020,2,28,1.802,1.934,8,14
MARS,A D  25GM. CREAM,14/01/2020,2,13,1.669,1.808,8,8
MARS,BON CREAM 15G,09/02/2020,2,29,0.793,0.887,8,19
MARS,Emend,19/01/2020,2,28,0.342,0.42,8,9
MARS,A D  25GM. CREAM,29/01/2020,2,3,1.669,1.808,8,8
MARS,Visine,25/01/2020,2,9,0.663,0.756,8,5
MARS,Visine,12/02/2020,2,4,0.663,0.756,8,5
MARS,Magne B6,11/01/2020,2,17,1.835,1.98,8,16
MARS,AM 10 MG TAB,25/01/2020,2,9,1.141,1.267,8,2
MARS,A D  25GM. CREAM,12/02/2020,2,6,1.669,1.808,8,8
MARS,BE PLUS 30G,15/01/2020,2,28,1.802,1.934,8,14
MARS,Miralax,31/01/2020,2,6,1.921,2.087,8,4
MARS,Amaryl,10/01/2020,2,28,2.007,2.169,8,17
MARS,A D  25GM. CREAM,10/01/2020,2,19,1.669,1.808,8,8
MARS,Advil,02/01/2020,1,18,0.497,0.582,8,6
MARS,A 5 MG TAB,13/01/2020,1,13,1.128,1.218,8,1
MARS,AL CREAM 15GM,12/01/2020,1,2,0.913,1.026,8,3
MARS,Magne B6,02/01/2020,1,14,1.835,1.98,8,16
MARS,Panadol,14/01/2020,1,29,0.21,0.29,8,13
MARS,NyQuill,27/01/2020,1,11,1.551,1.688,8,10
MARS,BON CREAM 15G,13/02/2020,1,3,0.793,0.887,8,19
MARS,BON CREAM 15G,07/02/2020,1,13,0.793,0.887,8,19
MARS,AM 10 MG TAB,13/01/2020,1,7,1.141,1.267,8,2
MARS,Emend,14/01/2020,1,1,0.342,0.42,8,9
MARS,A 5 MG TAB,14/01/2020,1,12,1.128,1.218,8,1
MARS,Zoloft,10/02/2020,1,24,1.749,1.893,8,12
MARS,AM 10 MG TAB,04/02/2020,1,25,1.141,1.267,8,2
MARS,Amaryl,28/01/2020,1,14,2.007,2.169,8,17
MARS,Zoloft,17/02/2020,1,28,1.749,1.893,8,12
MARS,NyQuill,10/01/2020,1,22,1.551,1.688,8,10
MARS,Zovirax,29/01/2020,1,20,1.774,1.897,8,15
MARS,Zovirax,16/02/2020,1,6,1.774,1.897,8,15
MARS,Advil,16/02/2020,1,17,0.497,0.582,8,6
MARS,A D  25GM. CREAM,10/02/2020,1,26,1.669,1.808,8,8
MARS,Miralax,26/01/2020,1,23,1.921,2.087,8,4
MARS,NyQuill,04/02/2020,1,26,1.551,1.688,8,10
MARS,Visine,01/02/2020,1,25,0.663,0.756,8,5
MARS,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026,8,3
MARS,BON CREAM 15G,16/01/2020,1,5,0.793,0.887,8,19
MARS,A 5 MG TAB,06/01/2020,1,6,1.128,1.218,8,1
MARS,AL CREAM 15GM,09/02/2020,1,2,0.913,1.026,8,3
MARS,Lisinopril,04/01/2020,1,2,1.107,1.206,8,11
MARS,AL CREAM 15GM,06/02/2020,1,21,0.913,1.026,8,3
MARS,Advil,09/02/2020,1,25,0.497,0.582,8,6
MARS,Emend,17/01/2020,1,3,0.342,0.42,8,9
MARS,Sebastian 20GM CREAM,23/01/2020,1,28,1.534,1.638,8,7
MARS,Amaryl,21/01/2020,1,19,2.007,2.169,8,17
MARS,Emend,30/01/2020,1,6,0.342,0.42,8,9
MARS,Advil,17/02/2020,1,18,0.497,0.582,8,6
MARS,Zoloft,24/01/2020,1,5,1.749,1.893,8,12
MARS,AL CREAM 15GM,13/01/2020,1,20,0.913,1.026,8,3
MARS,Magne B6,10/01/2020,1,7,1.835,1.98,8,16
MARS,Magne B6,08/01/2020,1,18,1.835,1.98,8,16
MARS,Advil,08/02/2020,1,2,0.497,0.582,8,6
MARS,Advil,13/01/2020,1,20,0.497,0.582,8,6
MARS,Sebastian 20GM CREAM,10/01/2020,1,2,1.534,1.638,8,7
MARS,Zovirax,12/02/2020,1,15,1.774,1.897,8,15
MARS,AM 10 MG TAB,09/01/2020,1,12,1.141,1.267,8,2
MARS,NyQuill,06/02/2020,1,10,1.551,1.688,8,10
MARS,Lisinopril,29/01/2020,1,19,1.107,1.206,8,11
MARS,NyQuill,02/01/2020,1,21,1.551,1.688,8,10
MARS,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026,8,3
MARS,Sebastian 20GM CREAM,14/02/2020,1,13,1.534,1.638,8,7
MARS,Visine,23/01/2020,1,25,0.663,0.756,8,5
MARS,BE PLUS 30G,12/01/2020,1,8,1.802,1.934,8,14
MARS,Lisinopril,13/02/2020,1,27,1.107,1.206,8,11
MARS,Magne B6,02/02/2020,1,1,1.835,1.98,8,16
MARS,BE PLUS 30G,07/01/2020,1,19,1.802,1.934,8,14
MARS,Zoloft,01/02/2020,1,16,1.749,1.893,8,12
MARS,AM 10 MG TAB,08/01/2020,1,2,1.141,1.267,8,2
MARS,Amaryl,15/01/2020,1,28,2.007,2.169,8,17
MARS,AL CREAM 15GM,11/02/2020,1,25,0.913,1.026,8,3
MARS,Visine,10/01/2020,1,5,0.663,0.756,8,5
MARS,Miralax,27/01/2020,1,15,1.921,2.087,8,4
MARS,Emend,06/02/2020,1,15,0.342,0.42,8,9
MARS,Panadol,05/02/2020,1,1,0.21,0.29,8,13
MARS,Amaryl,04/02/2020,1,12,2.007,2.169,8,17
MARS,Advil,12/02/2020,1,2,0.497,0.582,8,6
MARS,A D  25GM. CREAM,13/01/2020,1,17,1.669,1.808,8,8
MARS,Lisinopril,17/02/2020,1,29,1.107,1.206,8,11
MARS,Advil,01/02/2020,1,22,0.497,0.582,8,6
MARS,AL CREAM 15GM,10/01/2020,1,16,0.913,1.026,8,3
MARS,Lisinopril,17/01/2020,1,18,1.107,1.206,8,11
MARS,Panadol,31/01/2020,1,28,0.21,0.29,8,13
MARS,Miralax,04/01/2020,1,19,1.921,2.087,8,4
MARS,A 5 MG TAB,30/01/2020,1,1,1.128,1.218,8,1
MARS,AL CREAM 15GM,30/01/2020,1,23,0.913,1.026,8,3
MARS,Zoloft,09/02/2020,1,15,1.749,1.893,8,12
MARS,A 5 MG TAB,27/01/2020,1,7,1.128,1.218,8,1
MARS,BON CREAM 15G,05/02/2020,1,9,0.793,0.887,8,19
MARS,Sebastian 20GM CREAM,20/01/2020,1,12,1.534,1.638,8,7
MARS,Risperdal,03/01/2020,1,7,0.975,1.07,8,18
MARS,Amaryl,17/02/2020,1,22,2.007,2.169,8,17
MARS,A 5 MG TAB,20/01/2020,1,10,1.128,1.218,8,1
MARS,Miralax,14/01/2020,1,14,1.921,2.087,8,4
MARS,Visine,25/01/2020,1,21,0.663,0.756,8,5
MARS,AM 10 MG TAB,15/02/2020,1,23,1.141,1.267,8,2
MARS,Magne B6,07/01/2020,1,23,1.835,1.98,8,16
MARS,Sebastian 20GM CREAM,15/01/2020,2,7,1.534,1.638,8,7
MARS,Zoloft,15/01/2020,2,29,1.749,1.893,8,12
MARS,Advil,04/02/2020,2,10,0.497,0.582,8,6
MARS,BON CREAM 15G,02/01/2020,2,22,0.793,0.887,8,19
MARS,Zovirax,04/02/2020,2,20,1.774,1.897,8,15
MARS,NyQuill,15/02/2020,2,25,1.551,1.688,8,10
MARS,Advil,28/01/2020,2,6,0.497,0.582,8,6
MARS,Sebastian 20GM CREAM,11/01/2020,2,23,1.534,1.638,8,7
MARS,Zovirax,07/01/2020,2,3,1.774,1.897,8,15
MARS,Lisinopril,23/01/2020,2,18,1.107,1.206,8,11
MARS,NyQuill,27/01/2020,2,12,1.551,1.688,8,10
MARS,Zovirax,22/01/2020,2,8,1.774,1.897,8,15
MARS,Lisinopril,01/01/2020,2,5,1.107,1.206,8,11
MARS,A D  25GM. CREAM,17/01/2020,2,2,1.669,1.808,8,8
MARS,A D  25GM. CREAM,14/01/2020,2,1,1.669,1.808,8,8
MARS,Emend,15/02/2020,2,15,0.342,0.42,8,9
MARS,Panadol,14/01/2020,2,16,0.21,0.29,8,13
MARS,BE PLUS 30G,25/01/2020,2,2,1.802,1.934,8,14
MARS,AL CREAM 15GM,13/01/2020,2,29,0.913,1.026,8,3
MARS,Emend,13/02/2020,2,8,0.342,0.42,8,9
MARS,BON CREAM 15G,07/01/2020,2,20,0.793,0.887,8,19
MARS,Lisinopril,04/02/2020,2,22,1.107,1.206,8,11
MARS,Miralax,09/02/2020,2,18,1.921,2.087,8,4
MARS,BE PLUS 30G,29/01/2020,2,29,1.802,1.934,8,14
MARS,Magne B6,25/01/2020,2,18,1.835,1.98,8,16
MARS,A D  25GM. CREAM,22/01/2020,2,4,1.669,1.808,8,8
MARS,BON CREAM 15G,10/02/2020,2,14,0.793,0.887,8,19
MARS,AL CREAM 15GM,09/02/2020,2,6,0.913,1.026,8,3
MARS,A D  25GM. CREAM,01/01/2020,2,22,1.669,1.808,8,8
MARS,Advil,28/01/2020,2,4,0.497,0.582,8,6
MARS,A 5 MG TAB,09/02/2020,2,14,1.128,1.218,8,1
MARS,Zovirax,12/01/2020,2,29,1.774,1.897,8,15
MARS,Advil,16/01/2020,2,27,0.497,0.582,8,6
MARS,A D  25GM. CREAM,23/01/2020,2,28,1.669,1.808,8,8
MARS,Emend,31/01/2020,2,28,0.342,0.42,8,9
MARS,Zovirax,18/01/2020,2,22,1.774,1.897,8,15
MARS,Visine,20/01/2020,2,6,0.663,0.756,8,5
MARS,NyQuill,04/02/2020,2,10,1.551,1.688,8,10
MARS,Zoloft,08/01/2020,2,10,1.749,1.893,8,12
MARS,Zoloft,03/01/2020,2,24,1.749,1.893,8,12
MARS,BE PLUS 30G,10/01/2020,1,14,1.802,1.934,8,14
MARS,BE PLUS 30G,04/01/2020,1,3,1.802,1.934,8,14
MARS,Sebastian 20GM CREAM,02/01/2020,1,27,1.534,1.638,8,7
MARS,BE PLUS 30G,04/02/2020,1,8,1.802,1.934,8,14
MARS,A D  25GM. CREAM,19/01/2020,1,14,1.669,1.808,8,8
MARS,AM 10 MG TAB,24/01/2020,1,8,1.141,1.267,8,2
MARS,Visine,15/02/2020,1,16,0.663,0.756,8,5
MARS,BON CREAM 15G,05/01/2020,1,5,0.793,0.887,8,19
MARS,Miralax,13/01/2020,1,13,1.921,2.087,8,4
MARS,Miralax,25/01/2020,1,29,1.921,2.087,8,4
MARS,AM 10 MG TAB,07/02/2020,1,10,1.141,1.267,8,2
MARS,Zovirax,23/01/2020,1,27,1.774,1.897,8,15
MARS,AM 10 MG TAB,15/02/2020,1,18,1.141,1.267,8,2
MARS,Lisinopril,26/01/2020,1,2,1.107,1.206,8,11
MARS,Advil,02/01/2020,1,25,0.497,0.582,8,6
MARS,NyQuill,03/01/2020,1,25,1.551,1.688,8,10
MARS,BON CREAM 15G,22/01/2020,1,4,0.793,0.887,8,19
MARS,Panadol,17/02/2020,1,8,0.21,0.29,8,13
MARS,AM 10 MG TAB,03/01/2020,1,8,1.141,1.267,8,2
MARS,Advil,14/01/2020,1,28,0.497,0.582,8,6
MARS,A 5 MG TAB,06/02/2020,1,27,1.128,1.218,8,1
MARS,A 5 MG TAB,24/01/2020,1,23,1.128,1.218,8,1
MARS,Lisinopril,13/02/2020,1,17,1.107,1.206,8,11
MARS,BE PLUS 30G,05/02/2020,1,15,1.802,1.934,8,14
MARS,Zoloft,05/01/2020,1,3,1.749,1.893,8,12
MARS,Miralax,05/02/2020,1,3,1.921,2.087,8,4
MARS,BE PLUS 30G,29/01/2020,1,10,1.802,1.934,8,14
MARS,NyQuill,17/02/2020,1,4,1.551,1.688,8,10
MARS,BON CREAM 15G,08/01/2020,1,29,0.793,0.887,8,19
MARS,A D  25GM. CREAM,17/02/2020,1,1,1.669,1.808,8,8
MARS,Panadol,17/01/2020,1,14,0.21,0.29,8,13
MARS,Lisinopril,21/01/2020,1,26,1.107,1.206,8,11
MARS,Lisinopril,06/01/2020,1,10,1.107,1.206,8,11
MARS,A D  25GM. CREAM,17/01/2020,1,29,1.669,1.808,8,8
MARS,Lisinopril,13/01/2020,1,24,1.107,1.206,8,11
MARS,Magne B6,17/02/2020,1,27,1.835,1.98,8,16
MARS,BON CREAM 15G,09/02/2020,2,26,0.793,0.887,8,19
MARS,Panadol,24/01/2020,2,15,0.21,0.29,8,13
MARS,Advil,15/01/2020,2,23,0.497,0.582,8,6
MARS,BON CREAM 15G,14/02/2020,2,8,0.793,0.887,8,19
MARS,Lisinopril,01/01/2020,2,22,1.107,1.206,8,11
MARS,NyQuill,09/02/2020,2,21,1.551,1.688,8,10
MARS,Risperdal,06/01/2020,2,14,0.975,1.07,8,18
MARS,Panadol,28/01/2020,2,13,0.21,0.29,8,13
MARS,BON CREAM 15G,09/01/2020,2,8,0.793,0.887,8,19
MARS,A D  25GM. CREAM,02/02/2020,2,7,1.669,1.808,8,8
MARS,Advil,07/01/2020,2,17,0.497,0.582,8,6
MARS,Risperdal,09/02/2020,2,14,0.975,1.07,8,18
MARS,AM 10 MG TAB,17/01/2020,2,18,1.141,1.267,8,2
MARS,BON CREAM 15G,05/02/2020,2,19,0.793,0.887,8,19
MARS,Advil,15/02/2020,2,28,0.497,0.582,8,6
MARS,Risperdal,27/01/2020,2,15,0.975,1.07,8,18
MARS,Panadol,03/01/2020,2,6,0.21,0.29,8,13
MARS,AL CREAM 15GM,12/02/2020,2,29,0.913,1.026,8,3
MARS,Amaryl,10/02/2020,2,12,2.007,2.169,8,17
MARS,Zoloft,16/01/2020,2,7,1.749,1.893,8,12
MARS,BE PLUS 30G,07/02/2020,2,11,1.802,1.934,8,14
MARS,Advil,03/02/2020,2,6,0.497,0.582,8,6
MARS,Lisinopril,16/02/2020,2,25,1.107,1.206,8,11
MARS,Zovirax,12/02/2020,2,22,1.774,1.897,8,15
MARS,Zovirax,06/01/2020,2,24,1.774,1.897,8,15
MARS,Emend,05/01/2020,2,19,0.342,0.42,8,9
MARS,AL CREAM 15GM,23/01/2020,2,13,0.913,1.026,8,3
MARS,AM 10 MG TAB,11/02/2020,2,26,1.141,1.267,8,2
MARS,Zovirax,16/02/2020,2,17,1.774,1.897,8,15
MARS,Visine,19/01/2020,2,9,0.663,0.756,8,5
MARS,Magne B6,16/02/2020,2,18,1.835,1.98,8,16
MARS,Advil,24/01/2020,2,27,0.497,0.582,8,6
MARS,Amaryl,03/01/2020,2,28,2.007,2.169,8,17
MARS,Panadol,03/02/2020,2,9,0.21,0.29,8,13
MARS,A D  25GM. CREAM,27/01/2020,2,15,1.669,1.808,8,8
MARS,NyQuill,07/02/2020,2,26,1.551,1.688,8,10
MARS,Zovirax,10/02/2020,2,8,1.774,1.897,8,15
MARS,A D  25GM. CREAM,10/02/2020,2,7,1.669,1.808,8,8
MARS,Lisinopril,11/01/2020,2,4,1.107,1.206,8,11
MARS,Panadol,05/02/2020,1,5,0.21,0.29,8,13
MARS,NyQuill,23/01/2020,1,18,1.551,1.688,8,10
MARS,Zovirax,03/02/2020,1,27,1.774,1.897,8,15
MARS,AL CREAM 15GM,09/02/2020,1,19,0.913,1.026,8,3
MARS,Sebastian 20GM CREAM,14/02/2020,1,3,1.534,1.638,8,7
MARS,Panadol,28/01/2020,1,29,0.21,0.29,8,13
MARS,Zoloft,29/01/2020,1,7,1.749,1.893,8,12
MARS,Magne B6,13/01/2020,1,19,1.835,1.98,8,16
MARS,Zovirax,31/01/2020,1,6,1.774,1.897,8,15
MARS,Risperdal,02/02/2020,1,19,0.975,1.07,8,18
MARS,Magne B6,07/01/2020,1,4,1.835,1.98,8,16
MARS,Emend,09/02/2020,1,1,0.342,0.42,8,9
MARS,NyQuill,12/02/2020,1,21,1.551,1.688,8,10
MARS,Zoloft,21/01/2020,1,10,1.749,1.893,8,12
MARS,AM 10 MG TAB,21/01/2020,1,5,1.141,1.267,8,2
MARS,Emend,26/01/2020,1,15,0.342,0.42,8,9
MARS,Sebastian 20GM CREAM,19/01/2020,1,3,1.534,1.638,8,7
MARS,Emend,17/01/2020,1,6,0.342,0.42,8,9
MARS,Zovirax,16/01/2020,1,26,1.774,1.897,8,15
MARS,Emend,11/01/2020,1,13,0.342,0.42,8,9
MARS,Sebastian 20GM CREAM,29/01/2020,1,13,1.534,1.638,8,7
MARS,Sebastian 20GM CREAM,26/01/2020,1,24,1.534,1.638,8,7
MARS,Zoloft,05/01/2020,1,5,1.749,1.893,8,12
MARS,BE PLUS 30G,24/01/2020,1,19,1.802,1.934,8,14
MARS,Risperdal,01/02/2020,1,11,0.975,1.07,8,18
MARS,A D  25GM. CREAM,18/01/2020,1,23,1.669,1.808,8,8
MARS,AL CREAM 15GM,05/01/2020,1,23,0.913,1.026,8,3
MARS,Sebastian 20GM CREAM,02/02/2020,1,19,1.534,1.638,8,7
MARS,Visine,11/02/2020,1,21,0.663,0.756,8,5
MARS,Zovirax,25/01/2020,1,28,1.774,1.897,8,15
MARS,Advil,12/02/2020,1,8,0.497,0.582,8,6
MARS,Miralax,08/02/2020,1,22,1.921,2.087,8,4
MARS,Zoloft,29/01/2020,1,16,1.749,1.893,8,12
MARS,A 5 MG TAB,07/02/2020,1,22,1.128,1.218,8,1
MARS,AM 10 MG TAB,03/01/2020,1,3,1.141,1.267,8,2
MARS,BE PLUS 30G,06/02/2020,1,29,1.802,1.934,8,14
MARS,Emend,02/02/2020,1,28,0.342,0.42,8,9
MARS,Emend,14/01/2020,1,18,0.342,0.42,8,9
MARS,A D  25GM. CREAM,15/02/2020,1,14,1.669,1.808,8,8
MARS,BE PLUS 30G,03/01/2020,1,9,1.802,1.934,8,14
MARS,Visine,07/02/2020,1,25,0.663,0.756,8,5
MARS,Sebastian 20GM CREAM,12/01/2020,1,29,1.534,1.638,8,7
MARS,A D  25GM. CREAM,11/01/2020,1,14,1.669,1.808,8,8
MARS,BON CREAM 15G,21/01/2020,1,14,0.793,0.887,8,19
MARS,AM 10 MG TAB,31/01/2020,1,26,1.141,1.267,8,2
MARS,BE PLUS 30G,14/01/2020,1,22,1.802,1.934,8,14
MARS,Zovirax,11/01/2020,1,24,1.774,1.897,8,15
MARS,Amaryl,28/01/2020,1,24,2.007,2.169,8,17
MARS,A 5 MG TAB,14/02/2020,1,1,1.128,1.218,8,1
MARS,Zovirax,13/01/2020,1,24,1.774,1.897,8,15
MARS,Lisinopril,09/02/2020,1,16,1.107,1.206,8,11
MARS,Zoloft,01/01/2020,1,20,1.749,1.893,8,12
MARS,BON CREAM 15G,05/01/2020,1,17,0.793,0.887,8,19
MARS,A 5 MG TAB,13/01/2020,1,22,1.128,1.218,8,1
MARS,Risperdal,04/01/2020,1,4,0.975,1.07,8,18
MARS,BE PLUS 30G,03/02/2020,1,16,1.802,1.934,8,14
MARS,Magne B6,04/01/2020,1,6,1.835,1.98,8,16
MARS,Zoloft,31/01/2020,1,14,1.749,1.893,8,12
MARS,AL CREAM 15GM,06/02/2020,2,2,0.913,1.026,8,3
MARS,Sebastian 20GM CREAM,05/02/2020,2,1,1.534,1.638,8,7
MARS,NyQuill,25/01/2020,2,26,1.551,1.688,8,10
MARS,Sebastian 20GM CREAM,06/01/2020,2,26,1.534,1.638,8,7
MARS,AL CREAM 15GM,03/02/2020,2,21,0.913,1.026,8,3
MARS,Visine,20/01/2020,2,16,0.663,0.756,8,5
MARS,BON CREAM 15G,03/01/2020,2,16,0.793,0.887,8,19
MARS,AL CREAM 15GM,16/02/2020,2,14,0.913,1.026,8,3
MARS,Emend,25/01/2020,2,15,0.342,0.42,8,9
MARS,Sebastian 20GM CREAM,11/01/2020,2,7,1.534,1.638,8,7
MARS,A D  25GM. CREAM,01/02/2020,2,1,1.669,1.808,8,8
MARS,BE PLUS 30G,14/02/2020,2,4,1.802,1.934,8,14
MARS,Amaryl,01/01/2020,2,27,2.007,2.169,8,17
MARS,Zoloft,07/02/2020,2,29,1.749,1.893,8,12
MARS,Zoloft,10/02/2020,2,7,1.749,1.893,8,12
MARS,Lisinopril,14/01/2020,2,20,1.107,1.206,8,11
